Customer ID,Order ID,Product ID,Sales,Cost Price,Quantity,Discount,Discount_Amount,Total Sales,Total Cost,Profit,Total Profit
BE033170,WQD-112747,01JZ3NTD4A5334RR1WQT613HVB,1.64,0.496,9,0.03,0.4428,14.76,4.464,1.144,10.296
MP039738,MCJ-651229,01JZ3NCGQX2FRHVQH38DBR32BE,299.14,89.497,11,0.31,1020.0674,3290.54,984.467,209.643,2306.073
FC010468,PVC-283424,01JZ3NCGJCAVD5QFZEB9W8SRJ7,2.44,0.487,11,0.21,5.6364,26.84,5.357,1.953,21.483
GZ076830,XVQ-487347,01JZ3NR83YQFK098AQ58WBC217,1.64,0.496,16,0.16,4.1984,26.24,7.936,1.144,18.304
SR096075,ZDT-901222,01JZ3NC9DY6VKXCGJ3MKX57QYM,49.14,14.497,13,0.38,242.7516,638.82,188.461,34.643,450.359
ON040564,EVM-314921,01JZ3NRACBB329VP9C95786FR9,24.14,9.496,20,0.27,130.356,482.8,189.92,14.644,292.88
EY052169,GNM-120336,01JZ3NR20S0GA3QSMQJKJFCN1F,22.14,8.696,1,0.22,4.8708,22.14,8.696,13.444,13.444
MY031639,ENA-944091,01JZ3NTBGS7CADRDT1PH54PJ3N,25.14,9.896,7,0.31,54.5538,175.98,69.272,15.244,106.708
ST025617,GWX-223536,01JZ3NCB56HSKQMWC0WDXTTDY7,6.64,1.747,20,0.03,3.984,132.8,34.94,4.893,97.86
OB095351,DMA-042596,01JZ3NT933WVW9VBCJPWZKH1B0,12.14,4.696,8,0.36,34.9632,97.12,37.568,7.444,59.552
HR022991,LQC-925821,01JZ3NR8E0X240BSACBBWCETN2,24.14,9.496,9,0.39,84.7314,217.26,85.464,14.644,131.796
ME084948,FXB-050377,01JZ3NTKBANDJFEQPZCCBCEGEY,34.15,13.5,13,0.03,13.3185,443.95,175.5,20.65,268.45
LG018760,EPI-298117,01JZ3NC9ZQKV7FDACKF9H8GRVV,59.14,17.497,2,0,0,118.28,34.994,41.643,83.286
OZ012109,IMW-186001,01JZ3NR50RJCTWW9RTADBYQ000,34.14,13.496,3,0.3,30.726,102.42,40.488,20.644,61.932
AN082631,QMS-053492,01JZ3NT9M3PJA02SQKQE863JC3,2.14,0.696,10,0.21,4.494,21.4,6.96,1.444,14.44
ZX004486,GLA-685462,01JZ3NT4NVNEWJZT3ARWM8X90K,29.14,11.496,19,0.02,11.0732,553.66,218.424,17.644,335.236
YK050449,RED-400686,01JZ3NSWNYHX8CR5H6JN5MXV9Y,24.14,9.496,3,0.15,10.863,72.42,28.488,14.644,43.932
LF026434,YAU-067120,01JZ3NR82ZQ3TPJMX28MQ8F95P,2.64,0.896,9,0.19,4.5144,23.76,8.064,1.744,15.696
YS093061,STF-605750,01JZ3NT7Z33BQR3X2DW795HJT7,4.04,1.456,10,0.39,15.756,40.4,14.56,2.584,25.84
MN048244,QDR-356463,01JZ3NTPJ2TGZMKB18ZS66B2AW,49.14,19.496,20,0,0,982.8,389.92,29.644,592.88
OO019114,XGE-026467,01JZ3NRAXKEMNYS5MVH928NJQH,12.14,4.696,6,0.09,6.5556,72.84,28.176,7.444,44.664
WQ010620,TDT-430513,01JZ3NTHFDZMXHNVSCYT4B7PPW,12.14,4.696,10,0.05,6.07,121.4,46.96,7.444,74.44
XZ039413,BPF-060170,01JZ3NTPSNFHN58NPZX4M98N2R,24.14,9.496,1,0.32,7.7248,24.14,9.496,14.644,14.644
UI019195,WKF-073318,01JZ3NCF5XZ4XKCH8GA8QR4A4G,19.14,5.497,17,0.17,55.3146,325.38,93.449,13.643,231.931
BB018473,LFD-430987,01JZ3NTAB3P1Y0SP57GW34K6W6,19.14,7.496,4,0.06,4.5936,76.56,29.984,11.644,46.576
UK043146,FXE-078423,01JZ3NC95QFKZKGKHZ6CQ5BVD1,1.64,0.247,12,0.23,4.5264,19.68,2.964,1.393,16.716
UO042002,MBZ-265918,01JZ3NR3Z2A6WPJMZT88JY0JPX,3.14,1.096,18,0.01,0.5652,56.52,19.728,2.044,36.792
RQ069631,BFN-192626,01JZ3NCFFCT0PQ3RXHXNVD01JC,3.14,0.697,10,0.26,8.164,31.4,6.97,2.443,24.43
ZX004486,HZR-295919,01JZ3NT4NVNEWJZT3ARWM8X90K,29.14,11.496,20,0.4,233.12,582.8,229.92,17.644,352.88
UT075766,KYJ-941231,01JZ3NC9Q99J6E9WT990AYGR44,7.64,2.047,20,0.22,33.616,152.8,40.94,5.593,111.86
BY015380,UYM-056871,01JZ3NCAZMQ30TZMJQENDHY0A4,3.65,0.85,13,0.01,0.4745,47.45,11.05,2.8,36.4
FI039531,UWQ-547701,01JZ3NCG3AVKM8SCBFJDMPZM75,39.14,11.497,4,0.11,17.2216,156.56,45.988,27.643,110.572
YK050449,PKQ-202248,01JZ3NSWNYHX8CR5H6JN5MXV9Y,24.14,9.496,12,0.24,69.5232,289.68,113.952,14.644,175.728
ZM096349,WJR-474067,01JZ3NTAWDN18VKEF89NEMSDJX,49.14,19.496,1,0.35,17.199,49.14,19.496,29.644,29.644
JW090494,RXH-518276,01JZ3NCG5TT1SS4FJK4YGA9C8G,1.74,0.277,18,0.25,7.83,31.32,4.986,1.463,26.334
NU031894,LYW-417234,01JZ3NCB1MJ1T0QH0KVWTCZP4C,49.14,14.497,8,0.07,27.5184,393.12,115.976,34.643,277.144
TB077884,OIM-422589,01JZ3NT09HDA8DPDY8X5P01PE7,39.14,15.496,8,0.01,3.1312,313.12,123.968,23.644,189.152
XQ091028,YJJ-655848,01JZ3NR5ZMHX20KE3AP4229EB5,4.14,1.496,17,0.24,16.8912,70.38,25.432,2.644,44.948
MA071301,ITZ-024625,01JZ3NR2KJY70Y4F98H8RM1CBV,5.14,1.896,17,0.24,20.9712,87.38,32.232,3.244,55.148
RM099500,RSN-791631,01JZ3NTK84AZRGP5R1ZZ518QC7,249.14,99.496,13,0.23,744.9286,3238.82,1293.448,149.644,1945.372
BI005468,UCB-843066,01JZ3NR1ZMXCWP2Q0WV3MZSD23,99.14,39.496,3,0.15,44.613,297.42,118.488,59.644,178.932
XS016671,EHB-379523,01JZ3NCAAWB4F6XP9VFQWY135A,7.14,1.897,18,0,0,128.52,34.146,5.243,94.374
DC079292,TYQ-090618,01JZ3NQZYMEN37E684SXYMNSXZ,24.14,9.496,18,0.29,126.0108,434.52,170.928,14.644,263.592
WG049522,WMU-070916,01JZ3NSYT9K9SD186ESMJ7N0SX,0.44,0.016,4,0,0,1.76,0.064,0.424,1.696
DV041444,QMF-211121,01JZ3NR13Y1VTDYY60B812HSNZ,39.14,15.496,15,0.35,205.485,587.1,232.44,23.644,354.66
ZD060688,FLK-878223,01JZ3NR89W5RVGWJK65QT24H2J,3.14,1.096,14,0.21,9.2316,43.96,15.344,2.044,28.616
YD016265,DRC-791078,01JZ3NCA5XB7A5XRZ18WG0YQ4X,2.44,0.487,10,0.18,4.392,24.4,4.87,1.953,19.53
RD030666,FBR-484849,01JZ3NT8QR7XQTZH87MYWDXECH,3.44,1.216,6,0.3,6.192,20.64,7.296,2.224,13.344
ID044410,EQU-592160,01JZ3NCAM4S6R46A1H8S5RCY5N,2.14,0.397,4,0.11,0.9416,8.56,1.588,1.743,6.972
BB052572,UTQ-246515,01JZ3NT055DDKHM9VGTFTY430F,10.14,3.896,5,0.36,18.252,50.7,19.48,6.244,31.22
RB085862,PFO-948633,01JZ3NCBGEYYAHS2N40TP33Y0P,1.14,0.097,20,0.14,3.192,22.8,1.94,1.043,20.86
LH085680,EON-944458,01JZ3NCBZHEDY6RDBDZH0W7FSG,24.14,6.997,2,0.07,3.3796,48.28,13.994,17.143,34.286
TU097281,QQT-113660,01JZ3NTPEZWGAZZWMHETHAZK7R,8.14,3.096,12,0.18,17.5824,97.68,37.152,5.044,60.528
GQ006805,KPA-914950,01JZ3NTDR5P43P7KC88HYK6B5S,89.14,35.496,5,0.23,102.511,445.7,177.48,53.644,268.22
MV082790,IUW-644935,01JZ3NSZTGKZ5KSVYGV7RNN1ZJ,39.14,15.496,20,0.35,273.98,782.8,309.92,23.644,472.88
DL056141,OEJ-207800,01JZ3NCAMQEJ0K32JYEVKFZ9W2,199.14,59.497,7,0.16,223.0368,1393.98,416.479,139.643,977.501
KA083039,GUN-841824,01JZ3NRAQ8V1TNRB59CM2DTE39,89.14,35.496,16,0.25,356.56,1426.24,567.936,53.644,858.304
FC077811,FCM-244773,01JZ3NTBD7GFH6HMXCK172XS0F,7.14,2.696,15,0,0,107.1,40.44,4.444,66.66
FS055715,DDD-751250,01JZ3NCDJMG02H5R6WMNJSD9NZ,24.14,6.997,13,0.35,109.837,313.82,90.961,17.143,222.859
EH020972,JDH-740187,01JZ3NCBKK548X74R5E8EN8JCP,39.14,11.497,5,0.4,78.28,195.7,57.485,27.643,138.215
BG017774,JLY-652506,01JZ3NTAQ8PH0XXPFB9ADQWVNN,3.14,1.096,4,0.04,0.5024,12.56,4.384,2.044,8.176
RO053923,GKL-955161,01JZ3NR49PNQVTK6QH1A81RTN9,44.14,17.496,9,0.08,31.7808,397.26,157.464,26.644,239.796
VL083988,NGJ-298809,01JZ3NT9481T3VQZB54C6E3KWR,14.14,5.496,19,0.25,67.165,268.66,104.424,8.644,164.236
VF013578,MHF-475976,01JZ3NR8YRC23H2YC96RPB515H,24.14,9.496,6,0,0,144.84,56.976,14.644,87.864
UX061535,VJE-451828,01JZ3NR546PS969FMS46Y0DA7E,3.94,1.416,14,0.3,16.548,55.16,19.824,2.524,35.336
BY015380,XEY-904640,01JZ3NCAZMQ30TZMJQENDHY0A4,3.65,0.85,6,0.09,1.971,21.9,5.1,2.8,16.8
BK071778,GIA-216415,01JZ3NTFNRTV1V6EBA4GMC8JXT,5.14,1.896,10,0.17,8.738,51.4,18.96,3.244,32.44
WK092369,USF-822921,01JZ3NCG55P0NX0TPWF98HH442,7.64,2.047,1,0.15,1.146,7.64,2.047,5.593,5.593
RC074892,PJB-135309,01JZ3NT8YM3NHYGDCGE9ZZ8H3H,199.14,79.496,13,0.14,362.4348,2588.82,1033.448,119.644,1555.372
ER081600,BCC-190524,01JZ3NR9BREN1RGFHWEAH0J4HJ,10.14,3.896,7,0.26,18.4548,70.98,27.272,6.244,43.708
EG007010,TYA-605528,01JZ3NR40HK6JXB83ES2W6816G,4.14,1.496,15,0.4,24.84,62.1,22.44,2.644,39.66
QR002438,XXD-515005,01JZ3NR0AS8VRF25N81G6HYGEW,4.14,1.496,8,0,0,33.12,11.968,2.644,21.152
LT006441,RMU-430810,01JZ3NR54GNP566953HCSRASNA,19.14,7.496,17,0.09,29.2842,325.38,127.432,11.644,197.948
RT015937,TQE-075955,01JZ3NCF7BHM81AY6K3RCV1V3E,9.14,2.497,17,0.01,1.5538,155.38,42.449,6.643,112.931
MP054592,DEA-474836,01JZ3NT7W6RZMZRVH016PQBKF1,9.14,3.496,4,0.38,13.8928,36.56,13.984,5.644,22.576
NK041669,VXP-656815,01JZ3NR2S38117780N913JRKC4,4.14,1.496,11,0.14,6.3756,45.54,16.456,2.644,29.084
SK025091,NUD-006263,01JZ3NR6V25GCZP5ZQAJ7E54YY,5.64,2.096,2,0.05,0.564,11.28,4.192,3.544,7.088
AG034492,DFI-847648,01JZ3NT2Z6CKEVNJ7HND478GQX,22.14,8.696,19,0.12,50.4792,420.66,165.224,13.444,255.436
LT041837,CSN-922527,01JZ3NRAVPTXCWWN3STM2EWMGM,29.14,11.496,6,0.39,68.1876,174.84,68.976,17.644,105.864
YM089156,WSF-498468,01JZ3NC9SEH4HNDX32D5H11AMJ,15.14,4.297,5,0,0,75.7,21.485,10.843,54.215
AI055492,RBM-960441,01JZ3NCH573KYRFG5H0K51WSGV,2.14,0.397,14,0.25,7.49,29.96,5.558,1.743,24.402
VS019486,BOM-036853,01JZ3NT8JSS089KE9XP1XVZJVG,29.14,11.496,12,0.06,20.9808,349.68,137.952,17.644,211.728
ZK063386,FMK-225304,01JZ3NTE6WTWV21610D2DBGF7T,3.14,1.096,2,0.33,2.0724,6.28,2.192,2.044,4.088
SU088002,WQA-077594,01JZ3NTB531HEMGKWM0NBEYD5Q,0.84,0.176,17,0.12,1.7136,14.28,2.992,0.664,11.288
XB009407,SCT-913307,01JZ3NT1CY4423EQ1EXZJ9YY0K,49.14,19.496,1,0.29,14.2506,49.14,19.496,29.644,29.644
ZN007702,OUG-380190,01JZ3NC9EZBP2T7YDV2PS1NRGY,34.14,9.997,8,0.16,43.6992,273.12,79.976,24.143,193.144
HR022991,BOL-030695,01JZ3NR8E0X240BSACBBWCETN2,24.14,9.496,19,0,0,458.66,180.424,14.644,278.236
TX016353,NWU-152895,01JZ3NTPEJEGD0WK256NKJTFW0,14.14,5.496,10,0.16,22.624,141.4,54.96,8.644,86.44
IU070986,ELQ-790606,01JZ3NR77XH2N21FN18ENJXQ5N,3.64,1.296,5,0.02,0.364,18.2,6.48,2.344,11.72
ZN007702,ACQ-327498,01JZ3NC9EZBP2T7YDV2PS1NRGY,34.14,9.997,8,0.05,13.656,273.12,79.976,24.143,193.144
RD030666,OVW-438719,01JZ3NT8QR7XQTZH87MYWDXECH,3.44,1.216,8,0.2,5.504,27.52,9.728,2.224,17.792
DZ023531,OKI-923001,01JZ3NR2QSK8TSZDXPHYCYRMP7,129.14,51.496,6,0.21,162.7164,774.84,308.976,77.644,465.864
RB058689,PWV-237130,01JZ3NT8WWGJQBAC3MR3NZHYY1,5.14,1.896,17,0.11,9.6118,87.38,32.232,3.244,55.148
KM010380,UQA-515555,01JZ3NR47M60NT642N0XTF1QTR,29.14,11.496,13,0.36,136.3752,378.82,149.448,17.644,229.372
DM035468,GTU-865124,01JZ3NT1FA59SZQPFH19E0638A,6.14,2.296,6,0.08,2.9472,36.84,13.776,3.844,23.064
TX016353,TBC-866453,01JZ3NTPEJEGD0WK256NKJTFW0,14.14,5.496,5,0,0,70.7,27.48,8.644,43.22
NI025124,OXN-432956,01JZ3NCFA5NAWJSVW1Q4M6JTC7,1.64,0.247,10,0.12,1.968,16.4,2.47,1.393,13.93
QP036940,TQT-785468,01JZ3NQZAMJTTQK658V44BYWK6,44.14,17.496,16,0.09,63.5616,706.24,279.936,26.644,426.304
AF014962,JLL-472559,01JZ3NCB7CM2B8ZGEG6PPSPCRG,2.64,0.547,12,0.21,6.6528,31.68,6.564,2.093,25.116
DJ065927,FZK-010637,01JZ3NQZK7YH2P6M47E6DA3ZR2,15.14,5.896,4,0.28,16.9568,60.56,23.584,9.244,36.976
OL051265,PFR-065872,01JZ3NSZT69Q5YCQ36E7EMQJ26,1.64,0.496,1,0.22,0.3608,1.64,0.496,1.144,1.144
QO024751,VIZ-336988,01JZ3NR2HM9DE39M9WJSA1TM5B,39.14,15.496,20,0.3,234.84,782.8,309.92,23.644,472.88
FF005406,OBC-284207,01JZ3NRA3XSB3YN395Q3NAB5RQ,24.14,9.496,10,0.12,28.968,241.4,94.96,14.644,146.44
WT058790,PGZ-264765,01JZ3NT1E4RWQHFS3TCX5078CZ,2.64,0.896,1,0.22,0.5808,2.64,0.896,1.744,1.744
MJ046433,EEM-010875,01JZ3NT56PV7E8E25VAQHV3M4D,69.14,27.496,18,0.09,112.0068,1244.52,494.928,41.644,749.592
WL067890,IKD-294455,01JZ3NC9RVVD2Q59Q4S0F56Y3S,22.14,6.397,2,0.14,6.1992,44.28,12.794,15.743,31.486
RA089082,EOM-427297,01JZ3NR3M0ADDTYQ47MDT0QZ5Y,49.14,19.496,17,0.32,267.3216,835.38,331.432,29.644,503.948
YG071594,OSY-857968,01JZ3NR4MH8B1KD1DG3FYRNSBN,1.74,0.536,5,0.37,3.219,8.7,2.68,1.204,6.02
DC062483,MDG-323826,01JZ3NT0RKNDQ9KVA7582RNHZZ,1.44,0.416,8,0.25,2.88,11.52,3.328,1.024,8.192
ZH026809,MNR-228779,01JZ3NTPZR31JG9JMFGGH243ZD,32.14,12.696,11,0.12,42.4248,353.54,139.656,19.444,213.884
UK043146,VWZ-562480,01JZ3NC95QFKZKGKHZ6CQ5BVD1,1.64,0.247,6,0.24,2.3616,9.84,1.482,1.393,8.358
CN092844,AYS-394071,01JZ3NC9T9Z1RSZP63NCCBJE40,8.14,2.197,13,0,0,105.82,28.561,5.943,77.259
RA089082,GGU-272979,01JZ3NR3M0ADDTYQ47MDT0QZ5Y,49.14,19.496,13,0.17,108.5994,638.82,253.448,29.644,385.372
YK053180,ZGW-144408,01JZ3NR3MVFN27ZZ8NK4FBBGAR,24.14,9.496,13,0,0,313.82,123.448,14.644,190.372
JH027246,ZTW-109953,01JZ3NCFRSR5ZDH7AKM9YBDN53,14.14,3.997,2,0.35,9.898,28.28,7.994,10.143,20.286
MP054592,ZHN-471722,01JZ3NT7W6RZMZRVH016PQBKF1,9.14,3.496,9,0.33,27.1458,82.26,31.464,5.644,50.796
FW074690,VKV-792803,01JZ3NR44M2MFTMNEHS500ZHDF,2.44,0.816,4,0.11,1.0736,9.76,3.264,1.624,6.496
TR039952,JYD-394408,01JZ3NR3DNVF9E9SK32JNMT4MJ,29.14,11.496,15,0.33,144.243,437.1,172.44,17.644,264.66
KM010380,PQI-809666,01JZ3NR47M60NT642N0XTF1QTR,29.14,11.496,12,0.16,55.9488,349.68,137.952,17.644,211.728
WP043997,EJJ-875365,01JZ3NTJFKDYFF4DQNRVME9WNQ,29.14,11.496,15,0.03,13.113,437.1,172.44,17.644,264.66
LE096161,BFM-643320,01JZ3NR1JY7YRFR16GWKJJ9KM7,29.14,11.496,1,0.2,5.828,29.14,11.496,17.644,17.644
CD028083,DKA-947499,01JZ3NCG1XR9VE4JBYB92Z3Y93,3.14,0.697,2,0.12,0.7536,6.28,1.394,2.443,4.886
FP077912,OYA-123153,01JZ3NR2RVZ1W8WTPC7ER64CQ1,12.14,4.696,5,0.39,23.673,60.7,23.48,7.444,37.22
SK025091,ZWM-830762,01JZ3NR6V25GCZP5ZQAJ7E54YY,5.64,2.096,12,0.38,25.7184,67.68,25.152,3.544,42.528
TV043812,ACF-954607,01JZ3NCAP9JHYCTQDR0BNTHYGQ,34.14,9.997,15,0.16,81.936,512.1,149.955,24.143,362.145
UQ041561,UPF-180290,01JZ3NCAD0DP22CG9M1J1RETVP,29.14,8.497,14,0.18,73.4328,407.96,118.958,20.643,289.002
QA049932,NVQ-328064,01JZ3NSW8ZT7AD3MSSXBVS136P,14.14,5.496,4,0.26,14.7056,56.56,21.984,8.644,34.576
HD083057,NSJ-940044,01JZ3NSWVC3NS2GSX3QTTG70ZH,35.14,13.896,17,0.09,53.7642,597.38,236.232,21.244,361.148
MC063078,XYT-938568,01JZ3NCA1W3F3MY6XR6THXQSAH,4.14,0.997,4,0.26,4.3056,16.56,3.988,3.143,12.572
TW046151,IYT-848886,01JZ3NR1VXZ3RN4MNGD0MCCTTM,1.65,0.5,7,0.3,3.465,11.55,3.5,1.15,8.05
ML060791,UUR-511938,01JZ3NTA4KZANMBYZ84VNQSBYX,4.64,1.696,7,0.23,7.4704,32.48,11.872,2.944,20.608
KJ002476,DQW-061697,01JZ3NTBJV0DHTMP743FW430FD,19.14,7.496,7,0.08,10.7184,133.98,52.472,11.644,81.508
UK042725,WBF-380115,01JZ3NCBDNPX0E32472V2XS7NK,19.14,5.497,9,0.38,65.4588,172.26,49.473,13.643,122.787
LT041837,EYJ-108820,01JZ3NRAVPTXCWWN3STM2EWMGM,29.14,11.496,4,0.18,20.9808,116.56,45.984,17.644,70.576
XY043257,XEI-055755,01JZ3NSY7S8J28S844AZSMKYE9,89.14,35.496,1,0.29,25.8506,89.14,35.496,53.644,53.644
GM070527,ERI-395213,01JZ3NC9JWB0J9QBNBQQS9ZRY7,19.14,5.497,8,0.27,41.3424,153.12,43.976,13.643,109.144
EB020382,RDP-330457,01JZ3NCANMKZ7CT3PF9EFBSTJ9,49.14,14.497,12,0.24,141.5232,589.68,173.964,34.643,415.716
RP040536,IZM-541607,01JZ3NR848MR60K9R4D5B78F2T,2.14,0.696,13,0.32,8.9024,27.82,9.048,1.444,18.772
QM000750,KIH-568162,01JZ3NR1M67CYX605DCP871281,899.14,359.496,1,0.28,251.7592,899.14,359.496,539.644,539.644
VN020488,OZV-012577,01JZ3NCA3JNK3N2STPPV4FAQ80,29.14,8.497,8,0.39,90.9168,233.12,67.976,20.643,165.144
PQ079827,MRL-119805,01JZ3NTHCVTQ0851GWVFS0XBZ4,24.14,9.496,8,0.26,50.2112,193.12,75.968,14.644,117.152
PY020970,ZQX-003879,01JZ3NT4A3KX3AY9Y9M7DR9C8P,4.64,1.696,14,0.01,0.6496,64.96,23.744,2.944,41.216
TR063844,EQJ-680626,01JZ3NTE7RARHN1AMVJRBX9YB7,1.64,0.496,5,0.14,1.148,8.2,2.48,1.144,5.72
JH027246,JOK-195281,01JZ3NCFRSR5ZDH7AKM9YBDN53,14.14,3.997,16,0.26,58.8224,226.24,63.952,10.143,162.288
MW024382,LMY-714091,01JZ3NRA23JAGBH44BW5RPJQ1Q,4.14,1.496,18,0.28,20.8656,74.52,26.928,2.644,47.592
WW057085,UOY-648583,01JZ3NCEW3PQZ56BG8RRZ1H49N,4.64,1.147,16,0,0,74.24,18.352,3.493,55.888
UE005686,INK-105579,01JZ3NR921JVWNDYCKF47QPSZT,3.14,1.096,14,0.28,12.3088,43.96,15.344,2.044,28.616
MJ023223,BWF-840819,01JZ3NCH34Q66T8FMPAAQMK19N,24.14,6.997,3,0.25,18.105,72.42,20.991,17.143,51.429
BB040839,FDV-380937,01JZ3NCA9YGQS0HMZEB2H5DRPY,2.94,0.637,17,0,0,49.98,10.829,2.303,39.151
JZ004144,UPQ-051664,01JZ3NT4QPXXP40DE0G1X47N4Q,19.14,7.496,3,0.26,14.9292,57.42,22.488,11.644,34.932
UC075007,XCI-432905,01JZ3NR7BE0HQS2S5TQHYV1DN0,2.14,0.696,7,0.25,3.745,14.98,4.872,1.444,10.108
KI037478,VYZ-898578,01JZ3NCB5R7WXNY1S2F6S3AFQA,49.14,14.497,13,0.17,108.5994,638.82,188.461,34.643,450.359
QW076708,QZM-781194,01JZ3NR2636X7KVN84BQPBH7YC,49.14,19.496,5,0.01,2.457,245.7,97.48,29.644,148.22
KW071085,SUR-376492,01JZ3NR0C89AXMBXXMQN9G2C5D,59.14,23.496,3,0.32,56.7744,177.42,70.488,35.644,106.932
II051569,CST-740790,01JZ3NR78T607XN8MYTVSVSVAR,5.14,1.896,2,0.19,1.9532,10.28,3.792,3.244,6.488
TB040589,SUO-360313,01JZ3NR48SVNPYA28XHBJZPKHM,18.14,7.096,8,0.32,46.4384,145.12,56.768,11.044,88.352
CP013476,RMP-987223,01JZ3NC9H9NMH4TCQ6YHXFEWT1,1.74,0.277,20,0,0,34.8,5.54,1.463,29.26
FX008936,PCI-391799,01JZ3NR35530H2HQJ328MVW3PM,1.64,0.496,2,0.14,0.4592,3.28,0.992,1.144,2.288
RI031264,UHR-630821,01JZ3NCBRMFKQ497PC6WYMQVJM,5.64,1.447,19,0.1,10.716,107.16,27.493,4.193,79.667
HV019230,OCX-716316,01JZ3NR5CYB0ACTXQRHR2TPBTM,3.14,1.096,15,0.11,5.181,47.1,16.44,2.044,30.66
SU079831,XVZ-743941,01JZ3NTHC8ZCSRX314CW39GE63,2.44,0.816,8,0,0,19.52,6.528,1.624,12.992
FC010468,SGL-085401,01JZ3NCGJCAVD5QFZEB9W8SRJ7,2.44,0.487,19,0.18,8.3448,46.36,9.253,1.953,37.107
ST070258,FHW-959091,01JZ3NTK0PF89ZMV5TTW1QK36S,2.14,0.696,5,0.34,3.638,10.7,3.48,1.444,7.22
VN032443,KRY-359649,01JZ3NCC6RCGFZ9A3K2ZBBZ4AF,3.14,0.697,15,0.19,8.949,47.1,10.455,2.443,36.645
ZN007702,QYK-714695,01JZ3NC9EZBP2T7YDV2PS1NRGY,34.14,9.997,5,0.08,13.656,170.7,49.985,24.143,120.715
WZ079454,KXF-720738,01JZ3NT3DZNMWT1JQS7XFA880R,4.14,1.496,18,0.31,23.1012,74.52,26.928,2.644,47.592
UV068800,XHW-352242,01JZ3NTFHW8HHNCMHFWN73DG5E,2.94,1.016,12,0.31,10.9368,35.28,12.192,1.924,23.088
CM008593,YHQ-981514,01JZ3NT6DAD10JTS3Q38AZPJWA,5.14,1.896,15,0.07,5.397,77.1,28.44,3.244,48.66
HQ055520,HDG-697192,01JZ3NTENGK8NPD9SXV6G23NJ1,2.14,0.696,7,0.09,1.3482,14.98,4.872,1.444,10.108
XB009407,IYD-539827,01JZ3NT1CY4423EQ1EXZJ9YY0K,49.14,19.496,15,0.09,66.339,737.1,292.44,29.644,444.66
DE037740,XLJ-616077,01JZ3NR61MMJJDB043XZ0WQH6M,29.14,11.496,9,0.21,55.0746,262.26,103.464,17.644,158.796
AM051739,AQK-180738,01JZ3NTAJJMK1987R9CXRCNGTP,1.34,0.376,4,0.02,0.1072,5.36,1.504,0.964,3.856
IF076535,RFV-439201,01JZ3NR0F8H4HXMZPBH0X873JM,12.14,4.696,20,0.08,19.424,242.8,93.92,7.444,148.88
IX092310,GRR-061875,01JZ3NCAWT3P7ZHX3QQDVEYFTC,199.14,59.497,17,0.04,135.4152,3385.38,1011.449,139.643,2373.931
HJ026970,OYY-940446,01JZ3NCF0JPCH0PFJ73R0K606R,2.14,0.397,13,0.13,3.6166,27.82,5.161,1.743,22.659
WY056153,QGK-966188,01JZ3NR4NXY0N9A7E2KYVQS0F3,12.14,4.696,6,0.1,7.284,72.84,28.176,7.444,44.664
VN020488,WNO-360129,01JZ3NCA3JNK3N2STPPV4FAQ80,29.14,8.497,19,0.19,105.1954,553.66,161.443,20.643,392.217
TB024905,FPH-495186,01JZ3NCGYMZSYV4YHNG22P2P9R,2.64,0.547,17,0,0,44.88,9.299,2.093,35.581
PD039339,YVV-713453,01JZ3NTE76G1VCKDBJ5XDF5FGS,24.14,9.496,11,0.06,15.9324,265.54,104.456,14.644,161.084
UH020305,QMC-759908,01JZ3NSWT5XVBDPD3QCTBNJ2MW,4.14,1.496,1,0.39,1.6146,4.14,1.496,2.644,2.644
AF014962,TUO-460255,01JZ3NCB7CM2B8ZGEG6PPSPCRG,2.64,0.547,8,0.4,8.448,21.12,4.376,2.093,16.744
AG034492,PRV-700004,01JZ3NT2Z6CKEVNJ7HND478GQX,22.14,8.696,2,0.35,15.498,44.28,17.392,13.444,26.888
UP033830,VSZ-627821,01JZ3NCCAAEQ7GEDV005JJVCTN,19.14,5.497,9,0.06,10.3356,172.26,49.473,13.643,122.787
MB036703,WFT-505521,01JZ3NR4K3GEDM8FTY0WZ05QDW,29.14,11.496,18,0.08,41.9616,524.52,206.928,17.644,317.592
SN013438,ULG-905975,01JZ3NCA6NFCFYJ505FB98C6MF,24.14,6.997,9,0.18,39.1068,217.26,62.973,17.143,154.287
KJ002476,JLU-501500,01JZ3NTBJV0DHTMP743FW430FD,19.14,7.496,9,0,0,172.26,67.464,11.644,104.796
RA089082,TFM-664761,01JZ3NR3M0ADDTYQ47MDT0QZ5Y,49.14,19.496,11,0.37,199.9998,540.54,214.456,29.644,326.084
IA036068,VML-199158,01JZ3NCEZZ51A1JY51KKS3A33J,1.44,0.187,17,0.2,4.896,24.48,3.179,1.253,21.301
EU072161,BRL-042057,01JZ3NRANS87FVXKNRNM2H6G3C,10.14,3.896,9,0.02,1.8252,91.26,35.064,6.244,56.196
LE082543,GCT-977375,01JZ3NSZSSFRYPYNXW7KHY4RED,8.14,3.096,4,0.11,3.5816,32.56,12.384,5.044,20.176
QB095004,QDP-140396,01JZ3NCFM6WG6WARKPXBJQC77Q,24.14,6.997,8,0.17,32.8304,193.12,55.976,17.143,137.144
AM051796,IZL-869377,01JZ3NCBC50ME5WD2D53Q5PGKY,4.74,1.177,18,0.28,23.8896,85.32,21.186,3.563,64.134
